course_title,course_organization,course_rating,course_difficulty
Building a Hiring Plan by Analyzing Past Data in Sheets,Coursera Project Network,4.7,Beginner
Building a Text-Based Bank in Java,Coursera Project Network,4.5,Beginner
Building a Toolkit for Your Sales Process,Northwestern University,4.7,Beginner
Building an Ecosystem model with Insight Maker,Coursera Project Network,4.8,Mixed
Building and analyzing linear regression model in R,Coursera Project Network,4.5,Beginner
Building on the SIR Model,Imperial College London,4.8,Intermediate
Building the Business Model for Corporate Entrepreneurs,"University of Maryland, College Park",4.7,Beginner
Building your first GAN in Python,Coursera Project Network,4.6,Intermediate
Burgos: Deciphering Secrets of Medieval Spain,University of Colorado System,4.3,Advanced
Tutorial: Business Analysis & Process Management,Coursera Project Network,4.3,Mixed
Business Analytics Capstone,University of Pennsylvania,4.5,Intermediate
Business Analytics Executive Overview,University of Illinois at Urbana-Champaign,4.6,Intermediate
Business Analytics and Digital Media,Indian School of Business,4.4,Beginner
Business Analytics for Decision Making,University of Colorado Boulder,4.6,Mixed
Business Application of Machine Learning and Artificial Intelligence in Healthcare,Northeastern University ,4.2,Intermediate
Business Applications of Hypothesis Testing and Confidence Interval Estimation ,Rice University,4.8,Mixed
Business Case Analysis,The Hong Kong University of Science and Technology,4.0,Mixed
Business English for Cross-cultural Communication,The Hong Kong University of Science and Technology,4.7,Mixed
Business English: Basics,The Hong Kong University of Science and Technology,4.5,Mixed
Business English: Capstone Project,University of Washington,4.7,Intermediate
Business English: Final Project,Arizona State University,4.7,Intermediate
Business English: Finance and Economics,Arizona State University,4.7,Intermediate
Business English: Making Presentations,University of Washington,4.8,Intermediate
Business English: Management and Leadership,Arizona State University,4.8,Intermediate
Business English: Marketing and Sales,Arizona State University,4.7,Intermediate
Business English: Meetings,University of Washington,4.8,Intermediate
Business English: Planning & Negotiating,University of Washington,4.8,Intermediate
Business Growth Strategy,University of Virginia,4.7,Mixed
Business Implications of AI: A Nano-course,EIT Digital ,4.6,Beginner
Business Implications of AI: Full course,EIT Digital ,4.3,Beginner
"Business Intelligence Concepts, Tools, and Applications",University of Colorado System,4.5,Mixed
Business Intelligence and Competitive Analysis,Rutgers the State University of New Jersey,3.9,Mixed
Business Metrics for Data-Driven Companies,Duke University,4.6,Mixed
Business Model Canvas,Coursera Project Network,4.5,Intermediate
Business Model Canvas للشركات الناشئه,Coursera Project Network,2.6,Beginner
Business Model Canvas: A Tool for Entrepreneurs and Innovators (Project-Centered Course),University System of Georgia,4.6,Beginner
Business Model Innovation for Sustainable Landscape Restoration,Erasmus University Rotterdam,4.5,Beginner
Business Operations Support in Google Sheets,Coursera Project Network,4.7,Intermediate
Business Opportunities and Risks in a Globalized Economy,IE Business School,4.8,Intermediate
Business Process Management in Healthcare Organizations,Rutgers the State University of New Jersey,4.7,Beginner
Business Russian Communication. Part 1,Saint Petersburg State University,4.2,Mixed
Business Russian Communication. Part 2,Saint Petersburg State University,3.0,Intermediate
Business Russian Communication. Part 3,Saint Petersburg State University,3.7,Intermediate
Business Russian Communication. Part 4,Saint Petersburg State University,2.2,Intermediate
Business Statistics and Analysis Capstone,Rice University,4.8,Mixed
Business Strategies for Emerging Markets,HSE University,4.8,Intermediate
Business Strategies for Social Impact,University of Pennsylvania,4.6,Mixed
Business Strategy: Business Model Canvas Analysis with Miro,Coursera Project Network,4.6,Intermediate
Business Transformation with Google Cloud auf Deutsch,Google Cloud,3.2,Mixed
Business Transformation with Google Cloud em Português ,Google Cloud,2.2,Mixed
Business Transformation with Google Cloud en Español,Google Cloud,4.8,Mixed
Business Transformation with Google Cloud en Français,Google Cloud,2.8,Mixed
Business Transformation with Google Cloud 中文,Google Cloud,3.1,Mixed
Business Transformation with Google Cloud 日本語版,Google Cloud,3.4,Mixed
Business intelligence and data analytics: Generate insights,Macquarie University,4.6,Mixed
Business intelligence and data warehousing,Universidad Nacional Autónoma de México,3.9,Intermediate
C for Everyone: Structured Programming,"University of California, Santa Cruz",4.6,Intermediate
C# Fundamentals In Practice,Coursera Project Network,3.1,Beginner
C#程序设计,Peking University,4.6,Intermediate
C++ Arrays and Loops,Coursera Project Network,4.4,Intermediate
"C++ Basic Structures: Vectors, Pointers, Strings, and Files",Codio,3.0,Mixed
C++ Basics: Selection and Iteration,Codio,4.2,Mixed
C++ Classes and Objects,Coursera Project Network,4.4,Intermediate
C++ Data Structures in the STL,Coursera Project Network,3.7,Intermediate
C++ Decision Programming,Coursera Project Network,5.0,Intermediate
"C++ For C Programmers, Part A","University of California, Santa Cruz",4.4,Mixed
"C++ For C Programmers, Part B","University of California, Santa Cruz",4.5,Mixed
"C++ Inheritance, Aggregation and Composition",Coursera Project Network,2.2,Intermediate
"C++ Object Basics: Functions, Recursion, and Objects",Codio,4.8,Mixed
C++程序设计,Peking University,4.7,Mixed
CAD/BIM技術與應用專項課程（CAD/BIM Specialization),National Taiwan University,4.7,Mixed
CAM and Design Manufacturing for Mechanical Engineers with Autodesk Fusion 360,Autodesk,4.9,Advanced
CAPSTONE: Your Leadership Challenge,HEC Paris,4.7,Mixed
CBRS Professional Training,Google - Spectrum Sharing,4.0,Mixed
COBOL Programming with VSCode,IBM,4.7,Mixed
COVID-19 - A clinical update,University of Florida,4.7,Mixed
COVID-19 : Les séries temporelles avec Python et Pandas,Coursera Project Network,4.6,Intermediate
COVID-19 : à la recherche des contacts,University of Geneva,3.3,Beginner
COVID-19 Contact Tracing For Nursing Professionals,University of Houston,4.7,Beginner
COVID-19 Training for Healthcare Workers,Stanford University,4.9,Mixed
COVID-19 mRNA Vaccine Degradation Prediction,Coursera Project Network,3.2,Intermediate
COVID-19. Отслеживание контактов,Novosibirsk State University ,2.1,Beginner
Tutorial: COVID19 Data Analysis Using Python,Coursera Project Network,4.6,Intermediate
COVID19 Data Visualization Using Python,Coursera Project Network,4.6,Intermediate
CRUD Operations using MongoDB NoSQL,Coursera Project Network,4.4,Beginner
CSS Animated Components with ReactJS,Coursera Project Network,4.6,Intermediate
CSS3 Flexbox - Mastering the Basics,Coursera Project Network,3.4,Intermediate
Tutorial: Descriptive Statistics in Google Sheets,Coursera Project Network,4.4,Mixed
Calculating Descriptive Statistics in R,Coursera Project Network,4.9,Beginner
Calculus and Optimization for Machine Learning,HSE University,4.0,Mixed
Calculus: Single Variable Part 1 - Functions,University of Pennsylvania,4.7,Mixed
Calculus: Single Variable Part 2 - Differentiation,University of Pennsylvania,4.8,Mixed
Calculus: Single Variable Part 3 - Integration,University of Pennsylvania,4.8,Mixed
Calvin - Histoire et réception d'une Réforme,University of Geneva,4.8,Beginner
Camera Control,Michigan State University,4.8,Mixed
Cancer Prevention Web-Based Activity,University of Virginia,4.7,Beginner
"Cannabis, Chronic Pain, and Related Disorders",University of Colorado Boulder,4.7,Beginner
"Cannabis, Mental Health, and Brain Disorders",University of Colorado Boulder,4.7,Mixed
Capacitación sobre COVID-19 para trabajadores de salud,Stanford University,4.9,Mixed
Capitalismo Consciente,Insper,4.5,Mixed
Capstone - Launch Your Own Business!,Michigan State University,3.5,Mixed
Capstone Course: Start Up Your Fintech Future,University of Cape Town,4.5,Beginner
"Capstone MOOC for ""Android App Development""",Vanderbilt University,4.1,Mixed
Capstone Project: Business Technology Management,Indian School of Business,4.6,Beginner
Capstone Project: Teaching Impacts of Technology,University of California San Diego,4.7,Beginner
Capstone Value Creation through Innovation,EIT Digital ,2.7,Intermediate
Capstone:  Autonomous Runway Detection for IoT,EIT Digital ,4.6,Advanced
Capstone:  Create Value from Open Data,ESSEC Business School,4.0,Mixed
Capstone: Analyzing (Social) Network Data,University of California San Diego,4.7,Mixed
Capstone: Applying Project Management in the Real World,Google,5.0,Beginner
Capstone: Build a Winning Investment Portfolio,Rice University,4.6,Mixed
Capstone: Create your own professional journalistic portfolio,Michigan State University,4.7,Mixed
Capstone: Creating A Sustainability Proposal,University of Colorado System,5.0,Intermediate
Capstone: Your Story,Wesleyan University,4.6,Mixed
Car Transport App in Figma,Coursera Project Network,4.8,Mixed
Career 911: Your Future Job in Medicine and Healthcare,Northwestern University,4.4,Mixed
Career Brand Development and Self-Coaching,The State University of New York,4.4,Mixed
Career Decisions: From Insight to Impact,Wesleyan University,4.8,Beginner
Career Options: Exploring a New Career,University System of Georgia,4.0,Beginner
Career Planning:  A Pathway to Employment,University System of Georgia,4.8,Beginner
Career Success Project,"University of California, Irvine",4.7,Mixed
Career Total Fitness Annual Retreat,The State University of New York,3.4,Intermediate
"Career planning: Your career, your life",Macquarie University,4.8,Mixed
"Career planning: resume/CV, cover letter, interview",National Research Tomsk State University,4.8,Beginner
Cartographie thématique,École normale supérieure,4.6,Beginner
Case Studies in Personalized Medicine,Vanderbilt University,4.8,Mixed
Case studies in business analytics with ACCENTURE,ESSEC Business School,3.7,Mixed
Causal Inference  2,Columbia University,3.4,Advanced
Causal Inference,Columbia University,3.4,Advanced
Cervical Cancer Risk Prediction Using Machine Learning,Coursera Project Network,4.4,Beginner
Change Leadership: Developing Force Field Analysis in Miro,Coursera Project Network,4.1,Intermediate
Change Leadership: Developing Strategic Gap Analysis in Miro,Coursera Project Network,5.0,Intermediate
Change Leadership: Strategic Route Analysis with Miro,Coursera Project Network,5.0,Intermediate
Channel Management and Retailing ,IE Business School,4.4,Beginner
Character Design for Video Games,California Institute of the Arts,4.6,Beginner
Character Setup and Animation,Unity,4.8,Mixed
Charles Darwin: El origen del evolucionismo moderno,Universidad Nacional Autónoma de México,4.8,Intermediate
Check Point Jump Start: Cloud Security ,Check Point Software Technologies Ltd.,2.6,Beginner
Check Point Jump Start: Maestro Hyperscale Network Security,Check Point Software Technologies Ltd.,4.8,Mixed
Check Point Jump Start: Network Security,Check Point Software Technologies Ltd.,4.7,Beginner
Check Point Jump Start: Product Deployment,Check Point Software Technologies Ltd.,3.7,Beginner
Check Point Jump Start: SMB Network Security,Check Point Software Technologies Ltd.,3.9,Mixed
Chemerinsky on Constitutional Law - The Structure of Government,"University of California, Irvine",4.8,Beginner
Chemerinsky on Constitutional Law – Individual Rights and Liberties,"University of California, Irvine",4.9,Beginner
Chemical Biology,University of Geneva,4.8,Mixed
Chemistry,University of Kentucky,4.7,Mixed
Chi-Squared Test in Google Sheets,Coursera Project Network,4.3,Mixed
Chicken Invaders Game in Python using Pygame,Coursera Project Network,4.0,Beginner
Childbirth: A Global Perspective,Emory University,4.7,Intermediate
Children Acquiring Literacy Naturally,"University of California, Santa Cruz",4.3,Beginner
Children's Human Rights - An Interdisciplinary Introduction,University of Geneva,4.7,Beginner
Chimpanzee Behavior and Conservation,Duke University,4.9,Beginner
China Strategy,The Chinese University of Hong Kong,4.7,Beginner
China’s Economic Transformation Part 1: Economic Reform and Growth in China,The Hong Kong University of Science and Technology,4.8,Mixed
Chinese Characters for beginner (2)    汉字(2),Peking University,4.7,Intermediate
Chinese Characters for beginner 汉字,Peking University,4.7,Beginner
Chinese Culture and Contemporary China ,Nanjing University,4.6,Beginner
Chinese Politics Part 1 – China and Political Science,The Hong Kong University of Science and Technology,4.8,Mixed
Chinese Politics Part 2 – China and the World,The Hong Kong University of Science and Technology,4.7,Mixed
Chinese for Beginners,Peking University,4.8,Mixed
Chinese for HSK 2,Peking University,4.5,Beginner
